,IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,PrimeiraAreaNumeric
1653,1046403677057510,5.0,0,1,1.0,5.0,0,0,4
1654,1046418667664364,7.0,0,1,10.0,24.0,1,1,5
1655,1046446044110692,1.0,1,0,23.0,12.0,0,0,6
1656,1046448384862330,5.0,1,1,1.0,5.0,0,0,0
1657,1046467552588032,4.0,1,0,24.0,5.0,0,0,4
1658,1046499017341869,4.0,0,1,3.0,5.0,0,0,0
1659,1046523714656312,4.0,1,0,6.0,16.0,0,1,6
1660,1046563932518719,4.0,0,0,2.0,4.0,1,1,6
1661,1046564222898634,4.0,1,0,4.0,16.0,1,1,7
1662,1046596569759866,5.0,0,0,9.0,4.0,0,0,4
1663,1046624995739807,4.0,1,1,14.0,12.0,0,1,4
1664,1046651699162105,4.0,0,1,7.0,8.0,1,1,4
1665,1046686061382195,7.0,0,1,1.0,7.0,0,1,1
1666,1046720230338474,3.0,1,0,277.0,54.0,0,0,4
1667,1046751912786351,7.0,1,0,5.0,7.0,1,0,5
1668,1046772066817159,5.0,1,1,44.0,21.0,1,0,7
1669,1046786613009478,3.0,1,0,38.0,11.0,1,0,1
1670,1046841441527171,4.0,1,0,16.0,16.0,1,1,0
1671,1046844040379714,3.0,0,1,1.0,3.0,1,0,4
1672,1046846166605500,3.0,0,0,1.0,3.0,0,0,4
1673,1046925007883007,7.0,0,1,3.0,26.0,0,0,1
1674,1046947444474792,4.0,1,0,4.0,6.0,1,1,4
1675,1046967561370777,6.0,0,1,19.0,28.0,1,0,6
1676,1046999506621521,2.0,1,1,2.0,7.0,0,1,1
1677,1047034055749049,4.0,1,1,8.0,6.0,1,1,6
1678,1047072489843612,4.0,0,1,1.0,10.0,1,1,5
1679,1047074285555300,4.0,1,1,5.0,7.0,1,1,3
1680,1047081958993345,4.0,0,1,23.0,11.0,1,0,6
1681,1047083335922979,5.0,1,1,13.0,7.0,1,1,6
1682,1047114367084356,6.0,1,0,6.0,6.0,1,0,4
1683,1047122596139990,3.0,0,1,23.0,22.0,1,0,3
1684,1047127256639285,4.0,1,0,40.0,23.0,1,1,6
1685,1047157490027593,6.0,0,0,1.0,3.0,0,0,3
1686,1047267549932423,4.0,0,0,35.0,17.0,1,0,5
1687,1047291597503168,6.0,0,0,11.0,17.0,1,0,3
1688,1047344324398213,6.0,1,1,17.0,22.0,0,0,7
1689,1047354335708017,4.0,1,1,16.0,26.0,0,0,4
1690,1047405430051079,4.0,0,1,10.0,7.0,1,1,6
1691,1047430444405235,3.0,0,1,34.0,19.0,0,0,4
1692,1047453101003438,3.0,0,1,3.0,19.0,0,1,1
1693,1047471996211882,4.0,0,1,1.0,4.0,0,1,3
1694,1047475348538696,4.0,1,0,68.0,19.0,0,0,4
1695,1047490065398408,4.0,1,1,4.0,2.0,1,0,5
1696,1047529374028314,4.0,1,1,1.0,2.0,0,0,7
1697,1047532828272836,4.0,1,0,15.0,7.0,1,1,4
1698,1047548635863594,6.0,0,1,54.0,27.0,0,0,0
1699,1047571101238213,5.0,0,1,1.0,5.0,0,1,8
1700,1047603718353758,3.0,0,1,33.0,14.0,0,0,6
1701,1047610202894536,4.0,0,0,1.0,4.0,1,1,3
1702,1047633546096022,6.0,0,1,22.0,34.0,0,0,7
1703,1047679012524576,5.0,0,1,72.0,39.0,1,1,0
1704,1047679700558791,4.0,0,0,1.0,4.0,0,1,5
1705,1047704694698465,4.0,1,1,5.0,6.0,0,0,0
1706,1047709987489621,3.0,1,1,10.0,5.0,1,1,0
1707,1047737326450520,3.0,0,1,8.0,3.0,0,0,6
1708,1047756007556535,1.0,0,0,1.0,1.0,0,0,5
1709,1047770020147761,7.0,1,0,4.0,8.0,0,0,7
1710,1047778127493637,3.0,0,0,275.0,51.0,0,0,0
1711,1047814098792796,8.0,0,0,1.0,8.0,0,0,5
1712,1047823602449101,3.0,0,0,20.0,16.0,1,1,8
1713,1047844514828839,3.0,0,1,12.0,12.0,1,0,6
1714,1047871974539357,3.0,0,0,10.0,12.0,0,0,2
1715,1047893003118791,3.0,0,1,50.0,19.0,0,0,3
1716,1047924354865376,4.0,0,0,12.0,12.0,1,0,3
1717,1047950103077738,4.0,1,1,4.0,9.0,1,0,7
1718,1047965312058430,5.0,0,1,35.0,28.0,1,1,5
1719,1048004152484210,6.0,0,1,3.0,6.0,1,1,6
1720,1048010005537828,4.0,1,1,151.0,29.0,1,1,2
1721,1048011093634840,4.0,1,0,16.0,16.0,0,0,4
1722,1048019371148249,4.0,0,1,28.0,22.0,0,0,3
1723,1048042365703759,4.0,1,1,5.0,3.0,0,0,0
1724,1048087637452959,5.0,0,1,16.0,14.0,1,0,6
1725,1048087748232648,2.0,0,1,30.0,37.0,0,0,2
1726,1048100407993879,4.0,0,1,5.0,2.0,0,1,4
1727,1048142658453276,4.0,0,1,4.0,12.0,1,1,6
1728,1048145085222187,4.0,1,1,25.0,7.0,0,1,6
1729,1048204459270312,4.0,1,0,88.0,25.0,1,0,0
1730,1048229426231783,4.0,1,1,39.0,23.0,1,0,0
1731,1048288695996328,4.0,1,1,27.0,21.0,0,1,4
1732,1048311471358475,4.0,1,1,17.0,26.0,0,0,5
1733,1048340862882688,5.0,1,1,2.0,5.0,0,1,1
1734,1048384863451733,2.0,0,0,16.0,6.0,0,0,3
1735,1048426437752249,5.0,1,0,37.0,34.0,0,0,0
1736,1048476042959175,7.0,1,0,2.0,7.0,1,1,1
1737,1048519190181408,4.0,1,1,2.0,4.0,0,1,6
1738,1048534572486001,4.0,1,1,5.0,10.0,0,1,0
1739,1048547008342024,5.0,0,0,1.0,32.0,1,0,5
1740,1048592575793281,5.0,0,0,1.0,5.0,0,0,6
1741,1048662778515772,6.0,0,1,125.0,32.0,0,0,1
1742,1048665502265721,2.0,0,0,2.0,18.0,0,0,5
1743,1048713532935838,4.0,1,1,5.0,5.0,0,1,1
1744,1048725909365834,3.0,0,0,39.0,19.0,0,1,0
1745,1048764897672470,4.0,1,1,10.0,4.0,1,1,4
1746,1048808015964938,4.0,1,1,45.0,11.0,1,1,0
1747,1048822455736092,4.0,0,1,8.0,6.0,0,1,6
1748,1048831487663429,4.0,0,1,10.0,8.0,1,1,0
1749,1048843088092188,3.0,1,0,2.0,4.0,0,1,4
1750,1048861546861770,3.0,0,0,3.0,3.0,0,1,4
1751,1048863908643260,4.0,0,1,17.0,11.0,1,0,6
1752,1048895887646468,4.0,0,1,6.0,5.0,0,0,1
1753,1048915098403039,4.0,1,1,4.0,12.0,0,1,2
1754,1048921152921432,4.0,0,1,1.0,4.0,0,0,1
1755,1048943112893610,2.0,1,0,6.0,8.0,0,1,5
1756,1048964988038936,4.0,1,0,5.0,4.0,0,0,4
1757,1048981407887968,5.0,1,0,1.0,5.0,0,0,8
1758,1049073381554789,2.0,1,1,60.0,6.0,1,1,7
1759,1049090105081864,6.0,1,1,26.0,32.0,0,0,6
1760,1049116064921499,5.0,1,1,6.0,7.0,0,1,0
1761,1049137829843207,3.0,1,0,42.0,9.0,0,1,6
1762,1049186978910803,4.0,0,0,54.0,26.0,1,0,5
1763,1049194452615229,5.0,0,0,14.0,6.0,1,0,4
1764,1049206696476839,5.0,1,0,2.0,5.0,0,1,6
1765,1049207414923116,4.0,1,1,8.0,10.0,1,1,3
1766,1049219203520178,5.0,0,0,6.0,13.0,0,1,1
1767,1049225786504351,3.0,1,1,22.0,5.0,0,1,4
1768,1049234433381122,4.0,1,1,7.0,8.0,0,1,1
1769,1049296252030551,3.0,1,1,21.0,16.0,1,0,3
1770,1049316737767885,4.0,1,0,2.0,5.0,0,1,6
1771,1049329662050113,4.0,0,0,3.0,7.0,1,0,3
1772,1049332729795551,1.0,0,0,1.0,1.0,0,0,8
1773,1049339912492587,4.0,0,1,1.0,2.0,0,1,0
1774,1049389129901440,4.0,1,1,12.0,6.0,0,1,4
1775,1049399545633764,4.0,0,1,61.0,15.0,0,0,4
1776,1049424164275276,4.0,0,1,17.0,10.0,1,0,4
1777,1049426023061686,4.0,1,1,1.0,4.0,0,1,6
1778,1049467790434761,4.0,0,1,8.0,5.0,0,0,1
1779,1049491721792729,3.0,1,1,3.0,9.0,0,0,6
1780,1049493319600799,4.0,0,1,53.0,23.0,1,0,0
1781,1049532071774598,4.0,0,1,7.0,8.0,0,0,1
1782,1049536043140541,5.0,0,0,18.0,11.0,1,0,4
1783,1049547759186556,4.0,1,1,77.0,17.0,1,1,4
1784,1049562361086421,6.0,0,0,66.0,35.0,0,1,3
1785,1049565474588547,5.0,1,1,4.0,12.0,1,1,3
1786,1049577108661083,6.0,0,0,4.0,7.0,1,0,1
1787,1049628236296033,4.0,1,1,44.0,32.0,1,0,4
1788,1049731818307277,5.0,1,1,9.0,16.0,0,1,3
1789,1049734269570870,4.0,0,1,61.0,21.0,1,0,0
1790,1049735133222758,4.0,0,1,31.0,23.0,0,0,3
1791,1049792624955939,4.0,1,1,8.0,5.0,1,0,2
1792,1049806052898215,4.0,1,1,4.0,2.0,1,0,6
1793,1049841009938798,4.0,0,1,16.0,21.0,1,0,5
1794,1049871446009539,4.0,0,1,2.0,10.0,0,0,5
1795,1049903075813062,4.0,0,1,174.0,24.0,0,0,2
1796,1049913224244302,4.0,0,1,1.0,4.0,0,1,1
1797,1049919490433426,8.0,0,1,4.0,2.0,1,0,0
1798,1049926461907619,5.0,1,1,2.0,5.0,0,1,8
1799,1049971743932292,4.0,0,1,1.0,7.0,1,1,6
1800,1050030810573625,4.0,1,1,36.0,13.0,1,1,5
1801,1050045022082025,4.0,0,1,40.0,21.0,0,1,3
1802,1050116074434039,4.0,0,1,16.0,8.0,0,1,3
1803,1050136826112749,3.0,1,1,33.0,15.0,0,0,0
1804,1050141016179365,7.0,0,0,29.0,33.0,1,1,1
1805,1050145995638073,4.0,1,1,16.0,5.0,1,0,4
1806,1050157136344019,4.0,1,1,8.0,16.0,0,1,6
1807,1050162567048764,6.0,0,0,5.0,7.0,0,0,1
1808,1050194546722143,3.0,1,0,5.0,5.0,0,1,6
1809,1050224460169394,5.0,1,0,5.0,5.0,0,0,5
1810,1050234621474472,5.0,1,1,13.0,10.0,1,1,5
1811,1050269541342655,4.0,1,1,3.0,4.0,1,1,3
1812,1050336407353442,6.0,0,0,1.0,2.0,0,1,1
1813,1050364748362205,4.0,1,1,3.0,1.0,0,0,4
1814,1050402328968536,4.0,1,0,2.0,10.0,0,0,6
1815,1050405469171971,4.0,1,0,20.0,12.0,1,1,6
1816,1050423910946459,5.0,1,1,3.0,20.0,0,0,4
1817,1050426471077266,4.0,0,1,14.0,11.0,0,0,6
1818,1050449859102671,4.0,0,1,5.0,6.0,0,0,6
1819,1050474780893978,5.0,1,1,8.0,9.0,1,0,0
1820,1050508903752146,3.0,0,1,12.0,1.0,1,0,4
1821,1050514825934027,4.0,1,1,12.0,6.0,0,0,6
1822,1050516524103988,5.0,0,1,78.0,25.0,1,0,1
1823,1050550735495654,3.0,0,1,1.0,3.0,0,0,3
1824,1050567032375329,4.0,1,1,182.0,38.0,1,0,4
1825,1050568401968517,4.0,1,1,35.0,12.0,1,0,6
1826,1050574506102169,5.0,1,1,15.0,7.0,1,1,4
1827,1050604014505548,3.0,1,0,1.0,3.0,1,0,8
1828,1050633290063749,4.0,1,0,16.0,13.0,0,1,0
1829,1050674346010508,5.0,1,1,5.0,5.0,0,1,0
1830,1050677915734683,4.0,0,0,1.0,4.0,1,0,5
1831,1050684468741570,5.0,0,0,1.0,5.0,1,0,7
1832,1050706034415231,5.0,1,0,4.0,17.0,1,0,4
1833,1050709055776428,5.0,0,0,221.0,44.0,0,0,0
1834,1050746618632869,5.0,0,1,39.0,42.0,1,0,3
1835,1050785633141499,4.0,1,0,4.0,4.0,1,1,0
1836,1050827443189022,2.0,0,1,29.0,25.0,0,0,6
1837,1050843533275222,3.0,1,1,23.0,12.0,0,0,2
1838,1050885232031051,4.0,1,1,15.0,12.0,0,1,4
1839,1050886158424774,5.0,1,0,23.0,18.0,0,0,1
1840,1050961885303209,5.0,0,1,5.0,5.0,0,1,1
1841,1050977236515504,4.0,0,0,8.0,8.0,0,1,7
1842,1051048621976459,3.0,0,0,2.0,3.0,1,1,0
1843,1051050796547983,3.0,0,1,143.0,33.0,1,0,0
1844,1051091951217716,4.0,1,1,8.0,14.0,0,0,4
1845,1051173627797835,4.0,0,1,16.0,10.0,0,0,2
1846,1051221659066051,2.0,0,1,1.0,2.0,0,0,4
1847,1051255322578312,4.0,1,1,15.0,4.0,0,1,2
1848,1051284177812951,4.0,1,1,5.0,4.0,0,1,2
1849,1051299337471169,4.0,0,1,83.0,33.0,1,0,3
1850,1051306458178928,3.0,0,0,11.0,11.0,0,1,2
1851,1051331306537459,3.0,1,0,5.0,8.0,0,0,2
1852,1051333764500068,3.0,1,1,20.0,6.0,1,1,4
1853,1051386116561903,2.0,1,1,4.0,4.0,1,1,0
1854,1051394661231653,4.0,0,1,15.0,7.0,0,0,4
1855,1051432407923988,5.0,0,0,2.0,5.0,1,0,4
1856,1051462510645590,3.0,1,0,18.0,22.0,1,0,4
1857,1051472750943004,6.0,0,0,1.0,14.0,1,0,3
1858,1051485891077712,4.0,1,1,2.0,5.0,0,1,0
1859,1051508925658159,5.0,0,0,12.0,47.0,0,1,3
1860,1051595258664148,4.0,1,1,5.0,5.0,0,0,0
1861,1051607168394654,4.0,1,1,17.0,7.0,1,1,4
1862,1051673310922372,3.0,0,1,34.0,28.0,0,1,6
1863,1051763855783856,4.0,0,1,25.0,20.0,1,1,6
1864,1051800519452359,4.0,1,1,4.0,6.0,0,0,1
1865,1051804977283494,4.0,0,0,8.0,8.0,1,0,3
1866,1051828849553218,2.0,0,0,25.0,33.0,0,0,4
1867,1051837114864720,4.0,1,0,1.0,4.0,0,0,7
1868,1051932817587751,4.0,0,1,5.0,7.0,0,0,1
1869,1052024626478722,4.0,1,0,12.0,6.0,0,0,6
1870,1052035923470692,4.0,0,1,22.0,16.0,1,1,8
1871,1052055090612886,4.0,1,1,15.0,14.0,0,0,6
1872,1052122095067260,3.0,1,1,19.0,12.0,0,1,4
1873,1052128832737083,5.0,0,1,14.0,13.0,0,1,3
1874,1052148053266971,4.0,1,0,3.0,3.0,0,1,6
1875,1052161703951843,5.0,0,1,1.0,7.0,0,0,3
1876,1052180052792853,4.0,1,1,60.0,20.0,0,0,2
1877,1052196082160111,5.0,1,0,6.0,1.0,0,0,7
1878,1052198132457462,4.0,0,0,6.0,2.0,0,1,5
1879,1052216410284583,3.0,0,0,116.0,10.0,1,0,1
1880,1052255991015803,6.0,0,0,1.0,6.0,0,0,6
1881,1052297280942483,5.0,0,1,1.0,5.0,0,0,2
1882,1052300135224891,4.0,1,1,6.0,5.0,0,0,6
1883,1052318679517461,4.0,0,0,11.0,10.0,1,1,5
1884,1052332102438680,5.0,1,0,1.0,5.0,1,0,6
1885,1052336456531776,2.0,0,1,8.0,20.0,0,1,4
1886,1052349578152491,3.0,1,1,44.0,19.0,0,0,1
1887,1052360934915529,5.0,1,1,65.0,23.0,0,0,0
1888,1052368395020240,4.0,1,0,6.0,1.0,0,1,2
1889,1052371397438739,3.0,0,1,7.0,12.0,1,1,2
1890,1052390428252519,4.0,1,0,1.0,4.0,0,1,6
1891,1052394128005352,4.0,1,0,83.0,33.0,0,0,4
1892,1052422139324718,2.0,0,1,4.0,4.0,0,1,4
1893,1052434979243760,5.0,1,1,2.0,5.0,0,1,6
1894,1052501030312328,4.0,1,1,8.0,8.0,1,1,6
1895,1052562183676637,3.0,1,1,47.0,29.0,1,0,4
1896,1052567739099595,4.0,0,1,11.0,12.0,1,1,4
1897,1052575385974609,3.0,1,1,1.0,3.0,0,1,0
1898,1052601226277865,7.0,1,0,1.0,7.0,1,1,6
1899,1052696659256297,3.0,0,0,1.0,3.0,0,0,6
1900,1052718598551568,3.0,1,1,14.0,11.0,0,1,2
1901,1052732397797590,5.0,1,1,8.0,11.0,1,1,6
1902,1052799249555647,3.0,1,1,12.0,9.0,1,1,0
1903,1052802986988682,5.0,1,0,1.0,5.0,1,0,0
1904,1052834887633668,3.0,1,0,15.0,20.0,1,0,7
1905,1052877834782569,4.0,0,0,74.0,11.0,1,0,4
1906,1052885943501216,4.0,0,0,58.0,21.0,1,1,5
1907,1052954621703195,3.0,0,0,65.0,9.0,0,1,6
1908,1052988179428729,2.0,0,0,4.0,7.0,0,0,4
1909,1052988222094543,3.0,0,1,7.0,5.0,1,0,5
1910,1053056488496704,4.0,1,0,1.0,4.0,0,0,1
1911,1053074023423763,4.0,0,1,76.0,24.0,1,1,4
1912,1053105740799623,5.0,1,1,1.0,5.0,1,0,3
1913,1053163867090375,3.0,0,1,40.0,12.0,0,0,4
1914,1053181695357606,4.0,1,1,1.0,4.0,1,1,5
1915,1053221846754448,4.0,1,0,5.0,7.0,0,0,4
1916,1053265315311978,3.0,0,1,13.0,12.0,0,0,2
1917,1053336670259691,4.0,0,1,13.0,8.0,0,0,3
1918,1053344699071170,4.0,1,1,27.0,8.0,0,1,7
1919,1053353318169006,4.0,0,1,2.0,7.0,0,0,4
1920,1053368113254185,4.0,0,0,61.0,21.0,1,0,5
1921,1053372024363935,4.0,1,1,26.0,9.0,0,1,2
1922,1053379078562406,4.0,1,0,8.0,11.0,0,0,5
1923,1053405412590573,4.0,0,1,49.0,9.0,1,0,0
1924,1053417971561321,3.0,1,0,96.0,16.0,1,0,4
1925,1053505594116339,5.0,0,1,1.0,5.0,0,0,1
1926,1053594343059225,4.0,1,0,12.0,10.0,1,0,3
1927,1053606835648173,4.0,1,1,8.0,11.0,1,1,0
1928,1053674769645063,5.0,1,0,1.0,5.0,1,1,6
1929,1053695581240649,3.0,0,0,48.0,30.0,1,1,3
1930,1053701941241635,6.0,1,1,1.0,6.0,1,0,6
1931,1053707745253614,4.0,0,1,18.0,10.0,1,1,7
1932,1053711738754132,4.0,1,1,15.0,15.0,1,0,3
1933,1053743433953701,5.0,0,0,138.0,36.0,1,0,2
1934,1053785393564559,4.0,1,0,2.0,4.0,0,1,7
1935,1053807209228315,3.0,0,1,38.0,28.0,0,0,2
1936,1053808818387851,5.0,1,0,5.0,15.0,1,0,6
1937,1053835647866578,4.0,0,1,1.0,7.0,1,0,4
1938,1053915135506220,3.0,0,1,137.0,20.0,1,1,4
1939,1053979619053587,3.0,1,0,36.0,14.0,0,1,4
1940,1053987995334336,4.0,0,1,20.0,1.0,0,1,6
1941,1053988654567645,4.0,1,0,9.0,8.0,0,0,5
1942,1054028764485947,5.0,0,1,7.0,16.0,1,0,5
1943,1054030755099378,7.0,0,1,12.0,18.0,1,0,7
1944,1054070651662375,4.0,1,0,24.0,10.0,0,1,0
1945,1054082215062361,3.0,1,0,14.0,5.0,0,0,6
1946,1054091091575551,4.0,1,1,3.0,3.0,1,0,2
1947,1054133492336123,4.0,1,1,2.0,4.0,1,1,0
1948,1054143318644172,3.0,0,0,16.0,13.0,1,0,5
1949,1054193440923577,3.0,1,0,8.0,18.0,1,1,1
1950,1054252715702634,2.0,0,0,6.0,5.0,0,0,1
1951,1054310209618622,4.0,1,1,37.0,13.0,0,1,1
1952,1054349862216982,4.0,1,1,4.0,4.0,0,0,0
1953,1054418689084248,2.0,0,1,9.0,8.0,1,0,3
1954,1054483633358225,4.0,0,1,4.0,14.0,0,0,6
1955,1054486706893333,4.0,0,1,65.0,19.0,1,0,1
1956,1054501992860699,6.0,0,0,5.0,28.0,0,0,6
1957,1054513142043555,4.0,1,0,2.0,8.0,1,0,6
1958,1054546991930547,4.0,0,1,28.0,10.0,0,0,0
1959,1054567387128478,3.0,1,0,28.0,20.0,1,0,6
1960,1054645675233377,4.0,1,0,1.0,7.0,0,0,7
1961,1054652312753310,4.0,0,1,28.0,24.0,0,1,4
1962,1054678064445594,4.0,1,1,3.0,1.0,1,1,7
1963,1054684805371169,4.0,1,1,1.0,6.0,1,0,7
1964,1054745254459348,2.0,0,0,42.0,18.0,1,1,4
1965,1054758000701141,4.0,1,0,7.0,10.0,1,0,4
1966,1054818571154460,4.0,1,1,25.0,9.0,0,1,0
1967,1054836554399271,4.0,0,1,25.0,21.0,1,1,5
1968,1054859802289261,5.0,0,1,11.0,21.0,0,0,3
1969,1054861831875582,4.0,1,1,5.0,3.0,1,1,7
1970,1054922336409334,3.0,0,1,80.0,10.0,1,1,1
1971,1054955101918212,3.0,1,1,25.0,5.0,0,1,5
1972,1054992853964814,4.0,0,0,8.0,7.0,0,0,6
1973,1055007167976022,5.0,0,1,135.0,45.0,1,0,0
1974,1055022973774273,8.0,1,0,10.0,24.0,0,0,7
1975,1055023657697277,7.0,1,1,24.0,22.0,0,0,3
1976,1055060483793599,5.0,0,1,9.0,4.0,0,0,7
1977,1055076200668705,4.0,0,1,48.0,14.0,1,1,5
1978,1055090441705340,4.0,1,0,1.0,4.0,0,0,6
1979,1055125835681853,4.0,0,1,13.0,7.0,1,0,6
1980,1055126602926153,3.0,1,0,12.0,9.0,1,1,6
1981,1055142808058528,5.0,1,0,28.0,16.0,1,0,4
1982,1055156892739409,3.0,0,1,36.0,12.0,1,1,2
1983,1055167132036400,3.0,0,1,341.0,42.0,1,1,3
1984,1055197671562009,3.0,0,0,25.0,14.0,0,0,2
1985,1055242666528543,2.0,0,0,7.0,6.0,0,1,4
1986,1055254689850549,4.0,0,1,6.0,13.0,1,0,5
1987,1055263403980509,7.0,0,0,142.0,32.0,0,1,1
1988,1055329189606238,4.0,1,0,1.0,4.0,1,0,1
1989,1055343902833848,2.5,1,1,23.0,11.0,0,0,1
1990,1055394323724048,4.0,0,0,1.0,4.0,1,1,1
1991,1055500482584953,4.0,0,1,40.0,10.0,1,0,6
1992,1055533732184320,4.0,0,1,4.0,17.0,1,0,6
1993,1055538403282923,4.0,0,1,7.0,9.0,1,0,2
1994,1055555496835379,3.0,0,0,78.0,41.0,1,1,1
1995,1055590108029227,3.0,1,0,9.0,2.0,1,1,7
1996,1055595059217136,2.0,1,1,7.0,1.0,1,0,4
1997,1055664338652934,5.0,0,1,1.0,5.0,0,0,0
1998,1055722493921897,2.5,0,1,64.0,14.0,0,1,2
1999,1055727509124026,4.0,0,1,6.0,6.0,0,1,4
2000,1055731898835975,4.0,1,1,117.0,24.0,1,0,6
2001,1055790805774905,4.0,1,0,1.0,10.0,0,0,5
2002,1055831053105940,5.0,0,0,12.0,17.0,0,1,4
2003,1055831656220644,2.0,1,0,84.0,21.0,1,0,0
2004,1055851008216781,5.0,0,0,1.0,5.0,0,0,1
2005,1055919327809289,6.0,1,0,38.0,30.0,1,0,0
2006,1055928750974167,4.0,1,0,18.0,9.0,1,1,4
2007,1055961089070391,4.0,1,0,1.0,4.0,0,0,5
2008,1055961687614089,6.0,0,1,373.0,28.0,0,0,1
2009,1055967191189419,4.0,0,0,3.0,4.0,1,0,3
2010,1056047977421182,4.0,1,0,13.0,10.0,0,1,5
2011,1056111840701784,5.0,0,1,1.0,5.0,1,0,3
2012,1056198656702587,4.0,1,0,6.0,11.0,1,0,4
2013,1056210718807891,3.0,0,0,5.0,2.0,0,0,2
2014,1056234534713051,4.0,1,0,13.0,6.0,0,0,2
2015,1056267420897429,4.0,1,1,1.0,5.0,0,0,7
2016,1056275079629209,1.0,0,0,156.0,35.0,0,0,4
2017,1056280284864208,4.0,0,1,22.0,5.0,0,1,2
2018,1056299503564140,4.0,1,1,8.0,10.0,1,1,5
2019,1056339509884948,4.0,0,0,41.0,5.0,0,0,4
2020,1056358336437141,4.0,0,0,4.0,8.0,0,1,1
2021,1056394598879879,6.0,1,1,2.0,6.0,1,0,1
2022,1056418305335783,4.0,1,1,3.0,7.0,1,0,2
2023,1056443314088207,3.0,0,1,35.0,13.0,1,0,4
2024,1056450388003357,3.0,1,1,20.0,10.0,1,1,4
2025,1056574196356198,4.0,1,1,19.0,5.0,0,1,4
2026,1056604664792286,3.0,0,0,13.0,18.0,0,0,4
2027,1056642849237078,4.0,1,1,6.0,3.0,0,1,0
2028,1056676446555532,6.0,0,1,28.0,8.0,1,0,0
2029,1056721789563215,2.5,1,1,8.0,5.0,1,1,4
2030,1056768579644013,4.0,1,1,3.0,3.0,1,0,4
2031,1056776626993717,3.0,0,1,30.0,30.0,0,0,0
2032,1056798935408638,2.5,1,1,9.0,8.0,0,1,6
2033,1056814258621063,4.0,1,1,3.0,6.0,0,1,8
2034,1056834900552705,3.0,0,1,5.0,3.0,0,0,3
2035,1056892310025226,3.0,0,1,38.0,3.0,0,1,0
2036,1056938478045970,4.0,0,1,17.0,21.0,1,0,1
2037,1056940066206021,5.0,0,1,1.0,5.0,0,1,5
2038,1056949553338542,4.0,0,1,4.0,4.0,1,1,6
2039,1056950002614315,4.0,0,1,10.0,7.0,1,0,2
2040,1057047758096409,4.0,0,0,4.0,4.0,1,0,3
2041,1057121754662186,4.0,1,1,4.0,4.0,1,1,8
2042,1057151128027761,4.0,0,0,36.0,27.0,0,1,1
2043,1057151790242448,3.0,1,1,6.0,3.0,0,0,7
2044,1057202850925662,4.0,1,1,5.0,7.0,0,0,3
2045,1057221250681923,3.0,1,0,5.0,5.0,1,1,2
2046,1057236785474575,4.0,0,0,4.0,4.0,0,0,6
2047,1057258961946515,5.0,0,1,18.0,22.0,0,1,1
2048,1057324690291735,5.0,0,1,5.0,4.0,0,1,0
2049,1057328651162539,3.0,1,1,4.0,4.0,0,0,4
2050,1057338718039858,4.0,0,1,10.0,18.0,1,0,6
2051,1057384993772539,4.0,0,0,12.0,8.0,0,1,3
2052,1057395011601847,4.0,1,1,27.0,4.0,1,1,0
2053,1057402920704825,4.0,0,1,5.0,7.0,0,1,2
2054,1057446152021138,5.0,0,1,13.0,15.0,1,0,2
2055,1057449093652010,4.0,0,1,64.0,51.0,1,1,6
2056,1057481097954714,4.0,1,0,7.0,10.0,0,0,0
2057,1057517569672326,4.0,1,1,21.0,21.0,0,0,6
2058,1057524706263583,4.0,0,1,6.0,13.0,0,0,1
2059,1057819021417873,4.0,1,0,1.0,4.0,0,0,4
2060,1057849427075216,4.0,0,1,9.0,19.0,0,0,1
2061,1057875101441626,4.0,0,1,51.0,23.0,0,1,1
